2018,false,2017-01-01T00:00:00.972411087Z
2018,true,2017-01-01T00:03:23.957171753Z
2018,false,2017-01-01T00:05:02.628714803Z
2018,false,2017-01-01T00:07:26.490423456Z
2018,false,2017-01-01T00:08:44.91115494Z
2018,false,2017-01-01T00:10:09.990793872Z
2018,false,2017-01-01T00:13:30.853429985Z
2018,false,2017-01-01T00:17:15.213872592Z
2018,false,2017-01-01T00:19:14.484007154Z
2018,false,2017-01-01T00:20:16.544937218Z
2018,false,2017-01-01T00:23:02.327461469Z
2018,false,2017-01-01T00:25:15.988632497Z
2018,true,2017-01-01T00:27:02.245506251Z
2018,false,2017-01-01T00:28:38.979728627Z
2018,false,2017-01-01T00:29:58.084134908Z
2018,false,2017-01-01T00:31:07.63662426Z
2018,false,2017-01-01T00:32:49.731967485Z
2018,false,2017-01-01T00:34:15.899667397Z
2018,false,2017-01-01T00:35:37.509623531Z
2018,false,2017-01-01T00:38:59.953959688Z
2018,false,2017-01-01T00:40:51.463998191Z
2018,true,2017-01-01T00:43:17.465897902Z
2018,false,2017-01-01T00:44:46.718968233Z
2018,false,2017-01-01T00:46:54.480528836Z
2018,false,2017-01-01T00:48:05.76714877Z
2018,false,2017-01-01T00:51:43.288650904Z
